countyFips,countyName,year,observedEdRate,summerAvgMax,heatwaveDays,consecutiveHotDays,warmNightCount,tailPercentileTemp,elderlyPct,povertyPct,acCoverage,treeCanopy
06033,Lake,2022,36.66,87.22150411280846,270,7,54,107.51,23.22856638833353,16.266317770198754,62.26,16.54
06033,Lake,2023,22.0,84.69963060686015,120,4,42,105.08,23.63550976680021,16.37241521008527,62.23,17.56
06033,Lake,2024,63.63,89.18685929648242,269,13,72,109.08499999999997,23.902453339593848,16.65394999413077,61.01,18.2
06035,Lassen,2020,,83.08133977900552,109,2,0,98.96,14.447712418300654,9.049019607843135,68.73,21.01
06035,Lassen,2021,,84.4841891891892,190,5,1,100.1642,14.737928313454129,9.699839145345836,67.3,22.33
06035,Lassen,2022,,82.40983532934132,132,4,2,100.04,15.229190851190664,11.436011671320554,68.02,21.86
06035,Lassen,2023,,78.73295437546747,52,2,0,97.34,15.96369118260256,10.517368572986497,68.72,21.84
06035,Lassen,2024,,83.26294117647059,130,4,2,100.94,16.510739227829756,10.97641322967453,68.67,21.55
06037,Los Angeles,2020,7.86,86.83432576505429,1281,7,259,111.02,13.645895766841337,13.959768868290023,74.6,27.25
06037,Los Angeles,2021,7.7,86.70283696291936,1295,2,292,109.04,13.695279319057033,13.638660490127636,73.45,24.71
06037,Los Angeles,2022,11.86,87.84296615143808,1443,10,395,107.96,14.248768956262095,13.52540936670058,72.97,22.92
06037,Los Angeles,2023,8.35,82.78266260935717,910,3,181,105.98,14.708684836916754,13.428325355392538,73.48,26.52
06037,Los Angeles,2024,13.45,87.29267293857222,1560,6,453,111.02,15.167198560212103,13.523111754125203,71.07,24.46
06039,Madera,2020,22.38,93.34561194029853,335,12,35,108.29479999999994,14.018278018278018,17.997113997114,64.63,20.27
06039,Madera,2021,34.47,95.42157894736845,355,53,60,110.27479999999994,13.853132357457262,18.50304534752789,64.82,21.47
06039,Madera,2022,31.12,94.82742268041238,289,26,59,110.11279999999996,14.17678370420305,19.176688310449432,65.3,18.56
06039,Madera,2023,22.13,89.44910369068542,184,21,23,107.34800000000004,14.359846337930602,19.01064298759368,67.4,18.91
06039,Madera,2024,37.14,95.22704174228674,320,28,57,110.48,14.382999875730086,18.40685969926681,65.44,18.56
06041,Marin,2020,6.11,82.35573770491803,50,3,12,107.96,22.29177346679977,6.753751334600159,75.83,26.09
06041,Marin,2021,5.62,81.68854130052723,44,2,2,102.02,22.3623883805219,6.799117334319154,78.35,27.32
06041,Marin,2022,5.83,81.4397609561753,44,6,10,107.96,23.184060502524137,6.836862007409255,75.87,27.4
06041,Marin,2023,5.89,79.74285714285715,28,1,1,98.96,23.261260216799027,7.69308059436168,77.51,27.16
06041,Marin,2024,8.71,83.52026315789473,85,5,5,104.0,23.77998906845396,8.166872763781695,75.0,25.47
06043,Mariposa,2020,,85.69733629300777,184,4,35,104.0,28.18292049194526,15.405046480743692,57.69,11.69
06043,Mariposa,2021,,87.78761904761905,278,5,60,107.06,28.22060957910015,12.9811320754717,56.57,14.05
06043,Mariposa,2022,,84.62857142857143,145,8,42,105.90799999999996,29.346176298890835,15.831873905429072,57.49,13.53
06043,Mariposa,2023,,81.24230508474577,116,3,27,105.08,29.36107854630715,13.757327080890974,59.26,14.46
06043,Mariposa,2024,120.14,87.52347826086957,287,11,77,107.96,29.69792764313312,13.880107715724154,55.41,14.7
06045,Mendocino,2020,32.14,85.62144174350378,282,3,10,107.96,22.08012857306853,15.990127425094707,68.65,21.14
06045,Mendocino,2021,18.54,87.38216926869352,411,5,21,109.04,22.39277208468984,15.563615705639435,68.36,21.76
06045,Mendocino,2022,24.65,84.34003289473684,308,5,11,109.94,23.256349772340776,15.890065280596852,67.11,21.23
06045,Mendocino,2023,15.26,82.91574363188168,207,2,11,105.98,24.06486677176465,14.909215182616938,65.83,21.53
06045,Mendocino,2024,39.05,86.7724200164069,375,7,20,111.75799999999994,24.54900048756704,15.111253933779532,68.11,20.3
06047,Merced,2020,18.79,94.67303529411764,477,12,28,109.04,11.242011101326094,18.31609180701671,65.21,19.42
06047,Merced,2021,29.07,95.67516564417176,509,19,15,109.04,11.10084184130396,18.90417338348558,66.35,19.8
06047,Merced,2022,34.69,96.23668852459016,377,22,22,111.83899999999996,11.41450281625279,18.162882142477592,66.03,20.42
06047,Merced,2023,27.86,92.17950762016412,362,22,14,109.04,11.57855299600486,18.08667457991505,68.4,19.21
06047,Merced,2024,46.9,96.8437323943662,538,18,33,111.02,11.716362107642633,18.803518940320675,65.64,20.12
06049,Modoc,2020,,79.65373076923078,82,0,0,98.06,27.414435784479835,17.361346436236307,66.46,20.73
